N,P,K,temperature,humidity,ph,water_oxygen,water_temp,fish_density,label
79,55,75,19.7,67.7,6.1,9.7,20.7,2.0,Strawberry
57,35,63,23.1,64.6,6.1,5.9,27.8,1.7,Strawberry
50,64,86,21.1,67.9,5.6,7.3,24.0,1.4,Strawberry
56,70,54,23.5,67.4,6.3,5.2,23.6,1.2,Strawberry
80,48,76,21.6,75.9,6.1,7.6,18.5,1.4,Strawberry
62,40,81,23.8,76.8,6.3,6.8,19.2,1.2,Strawberry
77,42,55,25.1,61.1,6.2,6.9,25.6,1.6,Strawberry
63,53,67,20.3,62.7,6.0,7.1,24.9,1.9,Strawberry
69,36,83,24.1,71.4,6.2,8.2,26.6,0.7,Strawberry
43,50,81,22.0,62.8,5.7,7.5,21.8,1.1,Strawberry
73,39,85,23.4,63.7,6.2,7.8,19.8,0.7,Strawberry
73,62,84,20.7,65.2,6.0,5.9,24.6,1.2,Strawberry
79,66,71,20.2,71.4,5.6,8.6,25.6,0.9,Strawberry
56,59,62,24.9,67.8,6.0,5.4,24.4,1.1,Strawberry
55,46,60,21.6,69.7,6.2,8.8,25.0,0.6,Strawberry
45,30,56,24.0,61.4,6.0,8.1,25.1,1.9,Strawberry
40,54,76,23.9,72.7,5.7,9.1,19.1,1.4,Strawberry
50,41,53,23.6,77.4,5.6,8.6,25.5,1.6,Strawberry
75,52,56,18.7,70.4,5.9,9.9,25.6,1.1,Strawberry
69,39,83,20.4,61.7,5.7,8.8,27.0,1.0,Strawberry
45,30,67,22.0,72.7,5.6,8.9,20.4,1.1,Strawberry
74,50,80,20.6,69.4,5.9,8.0,26.0,1.7,Strawberry
68,54,75,21.2,64.4,6.3,9.8,23.0,1.1,Strawberry
79,63,83,23.7,73.8,6.3,8.5,18.3,1.0,Strawberry
71,47,62,21.2,64.3,5.9,5.5,18.3,1.5,Strawberry
58,36,76,25.1,61.0,5.5,8.4,18.6,2.0,Strawberry
54,44,53,22.4,64.5,5.6,5.6,23.1,1.1,Strawberry
47,41,64,20.5,60.6,5.9,6.9,19.2,1.3,Strawberry
76,32,77,23.3,72.8,6.4,5.5,19.4,1.4,Strawberry
70,38,87,23.3,65.9,6.3,9.6,25.7,0.5,Strawberry
65,47,55,24.7,67.7,6.4,9.1,22.0,0.7,Strawberry
77,30,86,24.5,61.3,5.5,5.7,26.5,1.9,Strawberry
77,62,85,25.7,70.7,5.7,9.8,21.7,1.2,Strawberry
46,70,50,24.5,76.4,6.1,7.4,26.0,1.0,Strawberry
49,65,55,22.9,74.5,5.5,9.8,24.8,2.0,Strawberry
59,43,87,20.8,76.6,5.7,7.9,22.9,1.9,Strawberry
49,54,59,18.3,72.7,5.9,7.0,23.9,0.8,Strawberry
75,37,72,22.3,75.8,5.9,7.0,24.7,1.5,Strawberry
77,64,88,24.7,74.8,6.4,8.8,23.6,0.7,Strawberry
70,41,52,18.7,72.0,5.8,7.9,27.6,1.2,Strawberry
74,60,54,25.9,70.5,6.0,6.2,21.2,1.7,Strawberry
76,57,65,22.4,68.6,6.3,5.5,21.0,1.5,Strawberry
67,58,73,19.2,65.0,5.9,9.9,22.2,1.0,Strawberry
58,66,68,24.4,69.0,6.3,8.0,27.3,1.0,Strawberry
70,32,57,24.1,67.3,5.5,9.7,19.3,0.9,Strawberry
53,64,76,23.1,76.7,5.9,8.7,19.8,1.4,Strawberry
60,58,63,23.3,74.3,6.0,5.4,24.7,1.9,Strawberry
56,63,68,22.4,62.2,5.9,5.5,19.2,1.9,Strawberry
77,68,59,24.4,64.7,6.0,9.8,21.2,1.9,Strawberry
55,68,59,19.9,73.6,6.5,6.6,21.7,0.5,Strawberry
61,31,50,22.3,61.5,6.1,7.8,24.2,1.3,Strawberry
73,51,61,18.7,76.3,5.6,8.5,24.1,1.2,Strawberry
44,32,56,21.0,65.9,5.8,7.8,19.6,1.4,Strawberry
56,51,89,21.9,65.3,5.9,7.9,24.9,0.8,Strawberry
55,39,61,23.7,77.3,5.6,7.9,25.4,0.8,Strawberry
68,60,69,19.9,62.8,5.6,6.2,19.4,1.0,Strawberry
61,30,87,19.3,69.7,5.8,7.5,27.3,1.4,Strawberry
73,49,57,25.9,75.2,6.2,5.8,24.8,1.8,Strawberry
60,57,61,19.5,73.0,5.6,7.8,19.7,1.3,Strawberry
52,66,73,23.1,68.4,6.5,5.6,25.7,1.0,Strawberry
72,34,88,24.3,61.9,5.6,8.1,28.0,1.7,Strawberry
55,52,59,18.6,79.9,5.6,8.3,24.1,1.5,Strawberry
64,54,76,22.6,75.4,6.0,5.8,26.7,1.2,Strawberry
45,40,88,25.3,70.1,5.6,6.0,20.1,1.4,Strawberry
65,38,70,25.6,72.7,6.5,8.5,18.9,1.2,Strawberry
61,57,90,18.6,68.4,5.7,7.9,23.6,0.8,Strawberry
44,67,71,18.1,79.6,5.5,8.9,23.3,0.7,Strawberry
45,50,65,24.8,70.3,5.8,7.7,25.1,1.0,Strawberry
75,58,70,19.9,79.1,6.5,9.9,18.3,1.3,Strawberry
50,50,81,25.4,63.3,5.5,8.0,21.1,1.9,Strawberry
70,33,73,23.4,73.7,6.3,8.5,20.2,0.6,Strawberry
73,45,59,18.4,76.8,5.5,7.6,20.1,1.7,Strawberry
51,34,66,25.6,70.5,6.2,8.4,24.0,0.9,Strawberry
63,67,70,18.7,71.9,6.5,5.5,27.6,0.6,Strawberry
62,32,80,25.8,62.1,5.5,8.5,24.2,1.5,Strawberry
71,61,66,25.7,68.3,6.0,10.0,22.5,1.0,Strawberry
64,66,50,18.6,78.4,6.3,8.3,19.8,1.2,Strawberry
61,44,60,22.6,66.5,6.2,8.3,22.9,0.8,Strawberry
46,34,74,20.3,61.5,6.1,6.4,21.9,1.1,Strawberry
59,42,84,22.8,77.3,5.9,6.7,23.0,1.9,Strawberry
62,39,57,22.6,66.0,5.5,9.7,25.8,1.2,Strawberry
73,58,53,25.6,78.5,5.6,6.3,22.9,0.9,Strawberry
65,32,54,18.8,80.0,5.8,9.3,26.9,0.6,Strawberry
40,68,87,24.5,67.4,5.8,5.4,21.2,1.2,Strawberry
49,58,61,25.2,73.6,6.4,8.5,25.9,1.1,Strawberry
43,67,64,22.0,70.0,6.2,7.2,23.6,1.9,Strawberry
48,70,65,25.4,68.1,5.7,8.2,19.7,0.8,Strawberry
62,68,61,23.3,76.9,5.7,5.9,23.7,2.0,Strawberry
50,60,53,19.9,66.9,5.7,7.3,20.7,0.9,Strawberry
67,44,75,19.3,63.7,5.6,9.7,22.5,0.9,Strawberry
76,54,61,24.5,64.8,6.1,8.7,23.8,0.9,Strawberry
41,56,59,21.4,77.3,5.8,8.6,21.1,0.8,Strawberry
61,54,78,22.2,74.0,5.7,9.0,19.4,1.4,Strawberry
73,57,84,18.0,70.1,5.9,5.2,26.2,0.7,Strawberry
63,55,54,23.2,75.6,5.7,5.4,23.4,1.5,Strawberry
78,52,60,20.6,77.0,6.1,8.6,20.9,1.9,Strawberry
52,50,79,24.3,70.6,6.3,7.7,21.0,1.6,Strawberry
53,61,61,24.5,68.5,6.0,9.6,22.3,0.9,Strawberry
62,65,63,21.7,66.4,6.0,5.6,18.7,0.7,Strawberry
75,53,85,23.6,62.1,6.0,6.0,23.8,0.9,Strawberry
77,46,74,25.3,68.1,6.3,6.7,19.1,0.6,Strawberry
62,45,64,21.3,62.7,6.4,5.9,27.8,0.5,Strawberry
49,63,72,21.7,71.6,6.3,8.1,19.2,1.3,Strawberry
47,70,61,18.3,74.3,5.7,8.8,21.0,1.0,Strawberry
46,40,57,25.5,60.7,6.2,7.5,20.8,1.0,Strawberry
77,52,88,22.3,74.4,5.6,8.7,27.8,2.0,Strawberry
52,45,69,18.7,61.1,6.1,5.8,21.4,0.7,Strawberry
59,34,60,19.6,75.6,6.3,5.3,18.4,1.5,Strawberry
77,65,75,24.7,70.3,6.4,7.2,21.2,1.7,Strawberry
51,34,80,19.4,65.9,5.7,5.9,26.0,0.8,Strawberry
75,40,79,24.7,65.5,6.0,9.8,19.3,0.8,Strawberry
53,62,80,22.7,67.2,6.3,9.6,22.8,1.9,Strawberry
56,32,80,22.3,61.6,6.1,9.4,23.4,1.3,Strawberry
49,36,59,22.8,75.2,6.3,5.5,27.2,1.7,Strawberry
67,60,74,21.1,76.5,6.3,9.9,19.0,1.7,Strawberry
78,41,68,22.2,65.6,6.1,6.1,24.0,1.3,Strawberry
46,57,54,24.2,66.1,6.0,5.6,20.7,1.5,Strawberry
73,66,82,22.7,76.1,6.4,5.0,25.8,1.9,Strawberry
68,61,80,18.9,62.2,6.5,8.3,24.7,1.0,Strawberry
65,34,84,21.8,64.8,6.3,9.6,23.1,1.6,Strawberry
79,35,68,21.1,79.0,5.8,9.3,18.9,1.4,Strawberry
59,67,50,19.9,67.1,6.0,5.8,27.5,1.5,Strawberry
54,46,56,24.0,70.0,6.4,9.9,23.1,1.0,Strawberry
71,66,70,23.0,77.8,6.3,8.8,23.7,1.3,Strawberry
72,52,82,22.0,75.7,6.1,8.9,24.1,1.7,Strawberry
63,52,70,24.8,63.4,5.7,6.2,24.5,1.4,Strawberry
51,43,75,25.9,60.9,5.7,6.2,22.9,1.4,Strawberry
57,44,83,23.2,68.3,5.9,6.7,26.8,0.9,Strawberry
52,58,61,22.0,69.6,6.4,8.6,27.6,1.4,Strawberry
79,42,76,21.9,60.7,6.4,6.4,26.6,2.0,Strawberry
74,37,84,24.8,66.5,5.7,8.6,27.2,1.0,Strawberry
68,39,71,21.4,74.3,6.0,6.6,22.7,1.3,Strawberry
42,66,61,22.6,73.2,6.3,6.0,27.6,0.8,Strawberry
48,69,66,19.5,76.1,5.6,5.2,21.1,0.8,Strawberry
53,52,75,24.1,78.7,6.5,9.9,23.1,1.4,Strawberry
76,42,50,21.6,69.4,5.8,9.2,19.4,0.5,Strawberry
48,66,73,26.0,66.5,5.7,9.2,25.6,1.3,Strawberry
59,40,90,25.4,64.4,5.8,9.9,23.4,2.0,Strawberry
78,59,86,25.2,68.1,5.9,9.4,18.2,1.5,Strawberry
40,57,80,18.6,75.3,6.0,5.8,20.9,1.0,Strawberry
43,39,63,23.4,69.6,5.8,6.8,27.4,1.0,Strawberry
63,64,75,24.0,72.5,5.5,5.8,18.8,0.8,Strawberry
40,33,74,25.5,73.9,5.6,7.2,27.2,0.7,Strawberry
67,31,66,20.2,63.0,5.9,6.1,20.4,1.9,Strawberry
62,62,65,25.6,66.0,6.4,5.8,20.6,1.3,Strawberry
51,49,67,22.5,61.4,5.6,8.3,24.1,1.3,Strawberry
55,69,68,21.9,79.0,6.4,9.9,21.8,1.5,Strawberry
57,51,89,21.0,72.1,5.6,8.9,20.7,1.0,Strawberry
45,55,86,25.0,67.9,6.1,6.1,21.1,0.8,Strawberry
56,33,54,21.4,73.7,6.3,5.3,25.0,1.1,Strawberry
52,45,90,18.5,61.4,6.1,7.7,24.4,1.0,Strawberry
50,48,63,18.4,63.7,6.2,5.7,27.4,1.4,Strawberry
47,35,56,20.6,64.7,6.1,5.6,20.4,0.9,Strawberry
41,50,85,21.2,63.3,6.5,6.7,26.7,1.2,Strawberry
62,58,53,21.6,79.6,5.9,6.2,18.2,1.6,Strawberry
59,44,86,20.2,63.6,5.7,6.0,20.2,1.2,Strawberry
78,59,57,21.2,64.0,6.0,6.5,20.6,0.5,Strawberry
57,57,67,23.8,62.0,6.4,8.8,24.9,1.2,Strawberry
67,44,67,24.0,78.1,6.0,8.1,21.1,1.7,Strawberry
44,44,82,22.8,76.8,5.6,5.3,23.8,2.0,Strawberry
79,68,76,18.3,78.6,6.3,7.3,19.2,0.7,Strawberry
74,62,73,19.6,60.3,6.0,9.9,19.0,1.9,Strawberry
50,60,89,22.9,60.9,6.2,8.2,25.2,0.9,Strawberry
41,45,50,19.4,62.4,5.9,6.4,19.2,1.2,Strawberry
66,69,73,24.6,67.7,6.3,8.1,26.5,1.5,Strawberry
42,40,89,25.9,66.0,5.5,5.1,24.8,0.8,Strawberry
54,52,73,21.3,74.0,6.1,7.9,18.1,1.4,Strawberry
45,66,89,22.9,70.7,5.7,8.1,27.9,1.0,Strawberry
62,34,63,19.4,70.4,6.4,5.5,26.4,1.5,Strawberry
77,36,78,20.9,65.4,5.6,10.0,24.2,1.2,Strawberry
47,30,75,19.9,66.7,5.6,8.7,19.7,1.0,Strawberry
66,59,86,23.8,67.6,6.4,7.4,22.9,1.1,Strawberry
66,59,55,23.0,73.2,5.8,6.4,21.7,1.6,Strawberry
48,46,88,19.4,65.8,6.2,6.9,22.6,0.8,Strawberry
64,41,81,20.0,68.7,6.1,9.4,18.8,0.9,Strawberry
59,66,61,18.2,68.6,6.1,8.4,27.5,0.9,Strawberry
66,33,87,25.0,72.9,6.3,9.8,23.8,1.8,Strawberry
70,36,64,24.6,77.4,6.1,6.2,19.8,1.2,Strawberry
67,45,58,22.8,62.4,6.2,6.2,23.4,1.7,Strawberry
45,52,65,21.3,76.4,6.3,5.6,23.7,1.4,Strawberry
51,44,60,25.1,62.2,5.6,5.5,21.4,1.1,Strawberry
79,65,63,25.8,65.9,5.7,5.3,22.5,1.7,Strawberry
46,70,58,19.1,79.9,5.8,5.9,25.3,1.5,Strawberry
42,50,70,21.2,61.3,6.3,9.7,19.9,1.6,Strawberry
76,67,72,19.4,76.0,6.2,6.4,25.8,1.6,Strawberry
75,68,83,21.4,72.9,6.0,7.3,23.1,1.9,Strawberry
68,59,55,21.5,74.7,5.5,8.8,19.3,0.7,Strawberry
41,38,82,24.6,73.3,5.8,9.7,22.5,1.1,Strawberry
60,67,71,23.4,61.1,6.1,6.6,19.3,0.8,Strawberry
51,67,66,21.6,61.6,5.7,6.6,23.4,1.0,Strawberry
58,54,85,19.0,62.7,5.8,8.3,21.6,0.8,Strawberry
79,50,50,23.1,68.0,5.9,8.2,18.1,1.3,Strawberry
41,62,67,25.9,61.6,6.2,9.1,23.9,1.9,Strawberry
49,41,60,23.6,74.6,5.6,9.2,23.4,0.8,Strawberry
43,45,72,21.3,78.3,6.1,5.5,27.7,0.6,Strawberry
43,54,56,23.3,61.5,6.4,7.2,27.8,1.5,Strawberry
68,32,86,19.6,72.0,6.1,8.0,18.3,0.6,Strawberry
73,61,86,23.3,76.8,5.5,5.4,25.6,1.8,Strawberry
63,49,67,22.0,79.9,6.0,5.6,23.3,1.2,Strawberry
67,34,56,19.1,60.7,6.2,9.7,25.8,1.1,Strawberry
69,64,71,24.9,68.8,5.6,7.2,20.4,0.7,Strawberry
70,33,76,19.9,62.6,5.9,8.3,20.5,1.6,Strawberry
66,49,85,23.6,74.0,6.2,9.4,27.0,0.9,Strawberry
47,37,77,22.2,71.5,5.6,6.7,21.3,1.1,Strawberry
59,64,75,22.5,74.0,5.7,6.6,18.8,1.0,Strawberry
77,41,63,24.0,79.7,5.9,7.4,23.2,2.0,Strawberry
40,57,63,23.1,67.1,5.6,8.4,19.6,0.7,Strawberry
