N,P,K,temperature,humidity,ph,rainfall,health
64,129,119,18.2,46.7,8.7,48.2,Dangerous
95,16,29,41.7,52.8,5.9,282.7,Dangerous
37,91,103,26.0,83.8,6.9,211.6,Warning
110,41,53,33.1,74.8,8.2,155.3,Dangerous
139,82,187,23.9,34.6,5.5,156.8,Warning
77,95,28,15.2,92.6,8.2,71.2,Dangerous
119,111,18,41.5,85.9,8.9,23.1,Dangerous
130,52,88,11.8,43.5,6.8,285.7,Dangerous
109,136,24,17.1,59.4,5.2,131.9,Dangerous
102,104,99,23.2,23.8,4.3,56.4,Dangerous
94,144,188,14.7,76.7,7.0,287.4,Dangerous
107,127,13,18.0,88.4,6.5,231.7,Warning
9,88,69,44.1,46.0,6.0,218.7,Dangerous
92,121,183,40.0,52.1,7.1,24.9,Dangerous
27,136,25,44.9,61.2,8.3,111.1,Dangerous
75,27,87,33.6,83.6,7.7,99.3,Warning
48,122,185,11.0,80.9,6.6,120.8,Dangerous
119,72,133,32.6,23.7,8.3,150.8,Dangerous
2,35,97,23.6,86.7,5.0,190.6,Dangerous
0,121,146,40.7,65.2,8.3,208.8,Dangerous
69,74,103,34.4,80.4,8.8,215.2,Dangerous
115,62,32,44.8,38.9,7.6,72.8,Dangerous
31,136,190,16.4,61.4,4.1,94.2,Dangerous
102,45,69,21.3,69.8,7.1,169.1,Healthy
2,27,101,39.8,20.2,4.9,117.9,Dangerous
108,26,98,41.7,52.5,8.4,94.4,Dangerous
42,20,92,21.4,28.4,5.6,48.8,Warning
46,12,116,37.4,40.6,5.9,110.8,Warning
125,48,157,43.0,97.8,5.0,233.1,Dangerous
96,97,202,29.6,45.3,5.7,41.9,Warning
72,114,126,14.0,73.3,8.3,138.2,Dangerous
119,138,173,29.3,23.1,6.7,51.8,Warning
69,86,47,26.0,57.7,7.1,217.6,Healthy
105,145,161,41.8,64.3,8.9,45.6,Dangerous
72,57,95,21.7,23.3,4.9,135.4,Dangerous
17,145,19,36.5,74.2,7.7,25.6,Warning
115,130,141,33.7,61.2,4.1,211.8,Dangerous
65,68,166,31.9,92.5,4.1,262.6,Dangerous
102,42,105,44.0,76.2,8.7,62.5,Dangerous
0,11,145,18.6,27.6,8.6,105.1,Dangerous
76,11,99,29.6,28.2,7.0,122.5,Warning
64,92,28,12.3,81.3,6.7,163.1,Dangerous
135,115,181,41.2,69.9,4.9,194.3,Dangerous
127,88,77,25.9,31.4,6.3,36.2,Warning
40,97,181,21.9,66.4,4.6,163.0,Dangerous
96,19,125,36.8,65.1,4.4,24.8,Dangerous
109,77,34,30.0,39.9,8.0,34.5,Warning
115,120,29,22.2,33.2,4.5,280.8,Dangerous
82,139,186,15.0,65.4,7.9,223.0,Warning
62,64,132,13.6,23.3,5.4,251.8,Dangerous
52,13,99,17.7,51.4,4.8,185.7,Dangerous
106,131,149,28.2,67.1,4.2,60.5,Dangerous
139,139,51,19.8,57.2,5.2,107.3,Dangerous
121,1,68,29.0,38.0,8.1,222.1,Dangerous
11,2,54,15.9,21.6,8.5,25.2,Dangerous
116,92,139,22.2,75.6,5.5,289.0,Warning
106,56,39,16.2,87.8,7.2,50.4,Warning
19,80,142,23.2,39.7,6.9,196.3,Warning
19,134,57,16.5,98.9,7.0,248.6,Warning
40,73,173,35.8,68.3,8.5,224.1,Dangerous
92,63,14,42.9,24.7,7.4,205.7,Dangerous
77,113,151,21.4,77.1,8.3,237.1,Dangerous
129,83,83,32.5,57.8,6.2,185.0,Warning
101,22,73,21.7,21.1,7.4,169.8,Warning
85,142,138,44.2,60.8,4.1,255.7,Dangerous
55,95,30,21.9,86.8,7.2,105.7,Warning
51,9,194,40.6,38.4,7.7,127.0,Dangerous
9,6,53,26.5,40.2,6.6,112.6,Warning
37,5,72,22.9,36.3,7.9,159.7,Warning
21,32,54,43.9,93.4,4.7,255.9,Dangerous
41,36,133,11.9,84.5,7.9,170.1,Dangerous
108,60,116,18.3,97.6,4.7,157.8,Dangerous
83,35,150,36.6,76.8,4.5,264.7,Dangerous
112,94,168,31.7,88.1,7.7,211.9,Warning
66,106,179,15.9,59.0,5.8,222.4,Warning
122,41,65,19.2,38.0,8.4,218.9,Dangerous
17,37,122,12.6,93.9,4.6,87.9,Dangerous
68,64,151,40.5,30.1,5.3,251.1,Dangerous
46,35,203,33.0,25.1,4.5,292.6,Dangerous
49,14,45,18.9,23.5,5.3,279.4,Dangerous
76,15,183,23.3,51.9,7.0,209.0,Warning
138,44,159,24.1,64.8,4.0,72.8,Dangerous
29,134,179,21.3,48.3,6.9,47.5,Warning
119,50,117,12.9,72.5,6.4,87.7,Dangerous
23,90,25,27.8,82.8,5.9,262.4,Warning
140,110,200,25.1,57.9,7.3,207.2,Healthy
66,103,159,19.9,64.8,7.1,219.3,Warning
101,54,16,31.1,81.5,8.0,285.9,Warning
23,140,132,26.7,81.6,6.6,251.1,Warning
91,25,22,44.7,95.3,4.2,56.8,Dangerous
40,73,167,32.2,74.1,8.2,280.0,Dangerous
136,123,140,17.3,45.1,4.2,240.2,Dangerous
78,0,69,38.4,96.9,4.8,79.6,Dangerous
49,132,174,40.6,74.7,7.8,256.1,Dangerous
102,22,119,28.2,31.7,8.9,296.0,Dangerous
25,48,49,13.4,51.5,6.5,129.1,Dangerous
37,38,162,12.8,40.9,6.8,268.4,Dangerous
130,97,186,20.3,23.9,7.8,72.0,Warning
78,95,184,39.4,72.3,5.6,41.6,Dangerous
28,102,172,42.9,28.3,4.7,268.4,Dangerous
90,53,81,24.4,42.4,4.8,201.6,Dangerous
132,88,30,14.9,84.0,5.6,110.5,Dangerous
33,30,152,44.4,50.8,4.8,258.6,Dangerous
105,48,187,33.8,32.6,4.7,122.1,Dangerous
68,112,63,28.3,36.6,6.7,98.7,Warning
139,126,36,41.7,42.4,7.6,124.8,Dangerous
77,130,85,19.2,74.2,8.8,113.5,Dangerous
92,31,79,29.2,39.3,6.4,175.4,Warning
36,61,165,11.6,80.3,6.3,194.2,Dangerous
26,28,20,32.3,80.9,6.7,175.0,Warning
91,72,184,42.4,38.7,6.0,246.7,Dangerous
117,124,28,22.0,51.0,4.8,214.2,Dangerous
106,59,115,22.6,37.4,7.0,283.4,Warning
30,2,198,32.0,65.4,4.7,139.1,Dangerous
132,90,78,18.4,73.5,7.3,44.6,Warning
121,122,142,39.6,20.2,5.1,35.7,Dangerous
26,81,123,19.1,28.1,5.0,84.0,Dangerous
140,12,127,26.1,30.9,6.8,107.2,Warning
110,12,113,28.2,37.1,4.0,22.7,Dangerous
7,113,104,10.6,39.8,7.8,29.2,Dangerous
22,84,152,28.2,77.6,6.8,242.2,Warning
13,116,92,10.1,51.5,8.5,222.0,Dangerous
101,62,69,20.6,32.4,7.3,98.7,Warning
37,109,106,34.8,98.0,4.4,197.8,Dangerous
1,38,39,38.1,35.4,4.8,24.9,Dangerous
20,58,104,31.6,66.9,6.5,124.8,Warning
132,5,7,35.5,68.5,6.0,242.3,Warning
103,54,1,38.6,92.3,4.3,97.5,Dangerous
98,62,204,11.5,35.4,4.5,20.4,Dangerous
75,97,8,37.4,46.7,7.1,144.2,Warning
51,29,8,30.2,23.4,6.4,53.6,Warning
73,104,116,15.5,52.8,5.3,79.9,Dangerous
76,94,36,19.6,98.9,6.5,165.6,Warning
74,43,105,39.7,73.8,6.4,166.4,Dangerous
102,61,200,33.7,89.5,5.4,24.4,Dangerous
54,73,131,37.0,45.4,5.4,216.6,Dangerous
134,36,30,29.0,87.7,4.2,130.0,Dangerous
35,12,42,37.3,87.6,5.5,33.3,Warning
54,26,175,35.5,87.3,8.9,266.3,Dangerous
12,98,20,24.8,33.3,7.4,48.9,Warning
107,98,2,13.1,80.2,5.9,252.8,Dangerous
96,12,191,23.1,65.8,5.6,166.6,Warning
19,39,194,32.8,83.1,8.8,102.2,Dangerous
69,39,166,12.3,29.2,5.4,210.2,Dangerous
53,100,36,10.3,79.1,4.1,102.9,Dangerous
1,65,88,39.7,90.7,8.2,200.3,Dangerous
123,44,186,12.3,93.0,8.1,83.2,Dangerous
139,73,154,18.8,50.2,7.8,40.5,Warning
33,2,163,27.1,25.3,7.3,218.6,Warning
124,40,157,35.8,56.0,5.6,264.2,Warning
135,47,172,32.6,49.8,4.4,28.3,Dangerous
13,45,159,44.2,28.6,6.0,252.7,Dangerous
16,94,200,16.4,84.5,8.8,237.3,Dangerous
27,125,122,36.6,32.2,6.8,134.2,Warning
33,124,45,37.5,61.2,7.1,107.0,Warning
26,130,115,38.0,48.7,8.9,195.4,Dangerous
43,125,68,15.2,87.0,5.2,128.7,Dangerous
116,71,155,14.1,80.4,8.4,245.7,Dangerous
118,130,146,23.6,70.0,4.0,87.3,Dangerous
5,35,205,25.4,24.7,4.7,293.4,Dangerous
13,99,177,25.7,33.6,4.4,95.3,Dangerous
74,60,45,18.6,97.4,4.7,216.5,Dangerous
48,4,5,30.1,62.9,5.9,269.6,Warning
15,11,129,40.5,89.2,4.2,20.7,Dangerous
34,26,186,24.8,63.2,8.6,26.3,Dangerous
63,85,167,24.6,70.0,5.2,266.0,Dangerous
40,119,186,22.0,96.6,8.7,219.3,Dangerous
39,72,166,27.2,90.6,4.4,177.6,Dangerous
44,126,100,17.6,38.4,5.3,100.8,Dangerous
43,80,45,19.1,37.6,5.4,224.8,Dangerous
93,136,200,44.6,74.0,8.4,152.3,Dangerous
138,18,13,14.4,81.9,6.9,92.8,Dangerous
112,64,7,39.5,46.3,5.6,85.7,Dangerous
20,131,146,21.1,95.9,7.5,47.0,Warning
57,44,140,17.3,64.7,5.1,188.3,Dangerous
6,134,198,43.8,27.9,4.1,175.0,Dangerous
68,92,166,39.7,75.1,5.8,170.1,Dangerous
134,11,189,34.5,95.4,6.4,98.3,Warning
23,32,158,28.1,45.3,4.4,257.9,Dangerous
51,18,169,22.4,72.6,8.7,282.3,Dangerous
136,98,59,16.4,38.5,7.7,187.6,Warning
92,123,137,20.9,27.4,7.5,250.4,Warning
57,104,9,13.6,79.5,5.5,160.0,Dangerous
48,20,106,10.3,51.5,8.0,74.6,Dangerous
124,110,95,25.0,65.8,5.5,261.5,Warning
50,29,146,17.3,96.5,4.5,271.5,Dangerous
126,51,186,28.5,23.1,8.7,165.4,Dangerous
100,116,190,41.8,39.5,5.6,187.1,Dangerous
97,65,128,27.1,33.7,7.9,80.4,Warning
6,50,137,38.2,28.8,6.3,201.0,Dangerous
65,34,160,28.7,71.8,5.4,118.7,Dangerous
91,89,96,16.1,58.5,4.1,127.7,Dangerous
130,40,7,26.2,49.4,5.4,162.7,Dangerous
130,83,65,20.6,56.4,7.8,251.7,Warning
89,52,188,34.4,59.4,4.3,171.2,Dangerous
0,143,84,33.5,27.5,7.4,158.1,Warning
42,12,122,29.5,59.6,8.5,102.7,Dangerous
3,101,69,10.4,30.8,4.6,79.1,Dangerous
104,78,114,39.1,59.0,7.9,60.5,Dangerous
137,129,58,11.4,69.9,4.9,118.0,Dangerous
104,38,170,32.3,22.1,7.2,158.1,Warning
125,139,128,28.6,81.7,4.0,240.8,Dangerous
137,81,55,25.3,45.3,6.0,69.4,Warning
10,91,22,16.4,70.7,5.5,262.4,Warning
28,110,18,10.8,35.7,5.6,27.4,Dangerous
140,98,150,37.7,96.0,8.4,151.4,Dangerous
24,57,145,10.7,95.8,6.7,133.9,Dangerous
68,42,34,12.1,62.8,8.8,112.9,Dangerous
73,65,82,34.6,27.0,4.3,82.4,Dangerous
90,83,43,30.6,25.3,5.0,81.9,Dangerous
87,47,83,39.6,29.1,5.9,226.9,Dangerous
121,95,98,30.1,85.7,5.8,34.8,Warning
88,78,98,23.0,95.7,4.4,98.1,Dangerous
123,126,38,33.8,46.5,6.7,204.2,Warning
26,9,122,10.8,40.3,7.8,275.9,Dangerous
1,42,133,17.0,49.2,4.6,243.9,Dangerous
117,133,102,25.3,26.0,5.3,44.5,Dangerous
33,137,68,11.0,48.2,6.7,65.7,Dangerous
18,66,116,33.3,79.9,8.0,250.6,Warning
15,142,68,10.2,90.0,8.4,170.7,Dangerous
129,61,71,36.3,21.0,8.7,292.9,Dangerous
3,95,151,39.8,70.8,5.6,20.8,Dangerous
137,43,13,40.7,30.4,7.8,143.3,Dangerous
30,115,84,31.8,75.8,5.3,36.5,Dangerous
15,138,12,27.8,99.5,6.6,57.6,Warning
49,104,40,43.4,72.9,6.1,35.7,Dangerous
73,23,183,30.6,25.9,8.8,48.5,Dangerous
120,6,154,11.1,38.0,8.4,254.3,Dangerous
16,1,176,15.7,55.1,8.9,187.3,Dangerous
30,73,124,35.1,83.0,8.6,206.8,Dangerous
67,59,40,26.3,61.0,8.4,183.5,Dangerous
87,89,78,12.9,66.0,8.9,229.1,Dangerous
131,84,86,17.4,75.1,5.2,256.0,Dangerous
28,139,89,13.2,27.6,8.1,127.6,Dangerous
110,112,33,43.3,78.1,5.7,205.6,Dangerous
9,27,110,34.1,79.8,7.7,270.3,Warning
107,108,193,34.7,70.7,7.6,107.7,Warning
57,9,107,22.6,94.8,5.4,278.9,Dangerous
9,48,24,20.8,99.4,7.9,66.8,Warning
98,57,43,35.0,52.8,7.3,109.7,Warning
5,1,101,40.3,57.1,8.2,165.8,Dangerous
117,117,57,27.9,39.8,7.4,199.8,Warning
9,124,135,43.9,80.1,4.0,176.7,Dangerous
121,138,29,32.5,74.9,7.7,213.0,Warning
101,128,92,33.6,35.0,4.7,260.5,Dangerous
36,125,152,15.4,96.0,4.8,24.0,Dangerous
80,12,60,26.3,76.8,4.3,151.2,Dangerous
15,39,63,12.3,75.0,6.1,174.7,Dangerous
103,17,27,43.8,35.0,5.0,82.1,Dangerous
140,1,144,25.1,86.5,8.1,260.3,Dangerous
23,125,96,26.3,49.8,6.2,194.7,Warning
77,131,50,31.4,43.3,8.5,235.6,Dangerous
65,137,80,39.3,26.9,4.7,264.2,Dangerous
86,134,2,31.8,70.8,6.0,131.8,Warning
114,24,57,20.4,95.2,5.4,166.4,Dangerous
38,34,102,23.9,43.7,4.3,156.4,Dangerous
9,44,184,12.7,28.5,9.0,236.5,Dangerous
31,15,70,10.1,83.2,4.0,24.5,Dangerous
34,56,164,27.4,83.1,5.8,37.9,Warning
59,2,198,24.1,79.2,7.2,275.4,Warning
18,143,193,27.5,95.9,4.2,114.7,Dangerous
101,93,0,28.4,98.8,6.9,233.0,Warning
18,74,14,26.6,33.5,4.4,257.1,Dangerous
78,49,105,40.6,98.3,5.0,179.0,Dangerous
103,103,34,22.2,96.3,4.9,272.4,Dangerous
126,58,169,34.1,25.3,7.2,115.6,Warning
82,34,124,44.7,44.6,6.6,202.0,Dangerous
124,32,190,14.4,44.3,7.1,210.6,Dangerous
115,56,126,27.9,85.7,8.1,290.8,Dangerous
125,75,18,17.7,39.8,4.6,204.8,Dangerous
22,87,100,35.9,93.6,6.6,25.2,Warning
120,83,100,20.8,50.9,5.1,277.6,Dangerous
139,54,39,23.8,46.7,4.3,271.9,Dangerous
77,5,168,42.3,90.8,5.2,30.7,Dangerous
10,113,89,12.3,59.1,4.9,173.3,Dangerous
60,13,179,15.7,71.6,6.1,53.2,Warning
60,32,131,12.2,71.4,8.5,71.4,Dangerous
38,33,128,41.7,97.7,5.5,66.3,Dangerous
45,4,49,44.9,51.1,8.9,104.0,Dangerous
96,19,17,42.8,74.7,7.0,166.6,Dangerous
83,59,80,30.0,87.3,4.5,31.7,Dangerous
9,98,120,42.5,81.0,6.7,88.4,Dangerous
106,82,135,29.0,21.4,4.8,218.4,Dangerous
23,92,38,10.3,23.2,5.2,72.5,Dangerous
0,113,158,14.2,92.6,6.1,188.0,Dangerous
31,117,129,28.4,54.8,5.3,102.7,Dangerous
78,54,124,16.3,55.3,7.4,69.1,Warning
137,64,166,36.7,24.8,6.1,60.9,Warning
99,3,92,21.6,49.3,4.3,237.7,Dangerous
5,71,48,10.8,86.9,4.7,212.4,Dangerous
51,47,92,27.2,39.8,4.3,48.8,Dangerous
92,63,60,29.5,54.1,8.1,153.5,Dangerous
67,86,17,26.8,41.4,5.9,173.1,Warning
136,25,97,39.7,58.6,6.0,161.3,Dangerous
50,39,21,27.2,46.8,6.1,253.9,Warning
6,130,120,20.9,80.8,8.1,227.9,Dangerous
116,127,33,18.4,52.8,5.8,39.9,Warning
19,27,58,35.7,67.9,6.8,273.3,Warning
85,10,62,17.7,42.3,4.9,239.5,Dangerous
99,141,50,39.4,39.3,8.8,240.0,Dangerous
9,33,135,24.1,91.7,4.0,265.0,Dangerous
119,95,148,17.3,73.3,6.8,260.6,Warning
35,127,170,28.3,68.9,8.5,130.9,Dangerous
121,56,25,39.8,55.7,8.4,231.9,Dangerous
45,128,9,31.6,97.6,8.8,108.6,Dangerous
126,6,184,26.5,38.0,4.2,280.1,Dangerous
92,46,167,35.9,49.2,7.0,270.5,Warning
103,128,89,26.8,80.0,4.4,220.4,Dangerous
19,144,195,20.9,87.1,5.0,248.9,Dangerous
9,40,159,29.3,95.1,6.0,22.8,Warning
19,50,100,28.3,61.1,6.4,209.2,Warning
128,22,122,12.7,87.0,7.6,279.6,Dangerous
85,137,152,41.1,38.2,8.8,218.6,Dangerous
6,56,77,31.9,67.9,6.5,164.1,Warning
72,106,57,30.5,32.2,6.0,284.0,Warning
39,109,20,24.7,52.5,7.5,73.8,Warning
100,53,130,37.9,58.6,4.6,125.1,Dangerous
57,71,180,37.2,31.1,8.8,109.0,Dangerous
63,20,104,32.8,45.6,8.6,72.9,Dangerous
76,98,33,23.8,21.3,8.3,102.1,Dangerous
96,107,83,39.6,81.2,8.5,162.1,Dangerous
19,49,154,21.1,56.6,4.6,51.0,Dangerous
110,115,107,29.8,48.8,5.8,142.9,Warning
106,103,82,17.6,85.7,8.1,86.8,Dangerous
38,27,187,43.9,51.8,4.1,197.9,Dangerous
30,53,168,23.7,68.2,6.7,75.7,Warning
39,0,4,38.4,33.2,6.1,214.2,Dangerous
135,62,87,25.4,40.7,6.8,279.0,Warning
123,93,179,19.2,53.8,5.3,228.8,Dangerous
136,130,175,24.0,72.5,8.9,289.2,Dangerous
111,105,131,20.4,31.1,7.9,136.4,Warning
125,53,194,15.1,90.8,7.3,65.7,Warning
116,41,191,34.0,70.4,5.7,190.8,Warning
0,116,174,35.0,33.5,8.5,114.9,Dangerous
108,84,184,25.5,61.4,5.0,225.3,Dangerous
35,48,95,12.5,22.3,5.9,109.2,Dangerous
53,95,168,28.3,87.4,6.7,171.7,Healthy
106,62,162,31.0,84.4,7.6,254.0,Warning
129,143,199,24.9,21.0,4.2,179.7,Dangerous
64,90,110,13.4,51.3,4.3,56.4,Dangerous
91,68,47,32.8,97.6,6.6,33.1,Warning
113,5,35,44.0,77.9,8.7,191.7,Dangerous
70,44,127,14.6,70.9,5.5,237.6,Dangerous
116,87,158,17.4,45.7,5.5,215.0,Warning
131,65,87,29.2,27.5,8.7,53.3,Dangerous
44,67,24,37.3,38.3,7.4,48.6,Warning
50,114,45,41.4,57.9,8.6,96.7,Dangerous
134,114,190,33.5,86.6,6.2,238.8,Warning
93,137,48,12.1,20.8,6.2,75.4,Dangerous
62,128,164,41.3,82.3,5.6,151.8,Dangerous
33,42,88,25.7,95.1,7.1,144.2,Warning
16,1,9,15.1,26.3,4.5,123.2,Dangerous
79,59,135,35.7,46.5,6.6,257.2,Warning
77,67,180,41.1,48.3,6.7,73.0,Dangerous
130,7,99,35.7,84.2,6.9,209.6,Warning
0,57,69,21.8,70.2,8.6,208.9,Dangerous
105,37,121,15.2,57.4,4.5,35.0,Dangerous
24,28,9,28.4,90.9,8.7,23.0,Dangerous
17,91,135,35.1,76.4,6.8,136.1,Warning
115,112,7,25.2,49.6,8.4,201.4,Dangerous
39,36,168,19.9,55.0,7.1,111.7,Warning
118,70,47,13.2,59.8,6.2,92.0,Dangerous
88,111,17,38.2,31.7,7.4,172.2,Dangerous
120,92,182,26.1,95.0,7.0,89.4,Healthy
57,26,166,33.6,63.6,8.3,151.0,Dangerous
140,57,58,33.9,49.3,6.1,96.4,Warning
83,41,186,32.3,70.0,4.3,273.7,Dangerous
31,39,151,37.6,30.3,6.3,212.7,Warning
102,15,106,17.4,42.7,7.7,100.5,Warning
4,88,58,34.7,80.2,7.2,252.3,Warning
76,57,142,13.9,29.2,5.6,24.4,Dangerous
11,71,195,15.0,49.6,4.8,90.4,Dangerous
75,46,189,34.1,27.4,5.1,194.2,Dangerous
76,76,187,22.4,43.0,4.5,62.7,Dangerous
75,17,82,38.5,42.0,5.1,268.0,Dangerous
136,40,185,44.1,95.9,9.0,30.8,Dangerous
62,9,181,41.5,79.4,6.8,278.8,Dangerous
8,102,134,28.6,83.4,8.8,34.6,Dangerous
38,66,180,27.3,87.1,7.9,203.4,Warning
109,60,147,40.0,62.6,4.8,50.6,Dangerous
39,75,2,38.0,90.4,4.0,111.1,Dangerous
76,2,109,41.7,59.8,8.9,88.5,Dangerous
110,15,182,34.7,71.8,6.0,289.9,Warning
61,109,98,21.2,65.0,8.3,239.1,Dangerous
131,112,152,13.8,97.5,6.0,116.8,Dangerous
108,72,21,10.2,26.6,4.0,25.8,Dangerous
36,22,131,10.7,90.3,5.3,159.8,Dangerous
70,7,136,11.6,60.1,5.3,209.2,Dangerous
59,75,105,42.8,23.3,7.7,35.2,Dangerous
98,122,187,10.9,46.0,4.9,121.1,Dangerous
11,69,125,39.1,80.6,6.9,170.2,Dangerous
41,58,162,28.8,60.3,6.1,267.6,Healthy
134,118,175,27.7,23.8,4.9,151.9,Dangerous
113,68,72,40.6,30.7,8.9,286.5,Dangerous
37,5,35,35.7,83.8,5.4,206.8,Dangerous
23,16,156,41.5,34.6,6.0,31.2,Dangerous
86,111,173,24.7,36.2,8.3,87.6,Dangerous
64,62,116,16.6,72.7,7.1,298.9,Warning
41,116,9,32.2,74.8,5.3,55.9,Dangerous
42,140,203,25.1,60.6,7.5,77.9,Healthy
35,32,160,20.4,58.1,7.0,107.3,Warning
69,24,182,32.6,87.2,5.2,238.9,Dangerous
92,129,158,10.8,58.5,6.0,133.7,Dangerous
88,45,165,41.7,59.7,4.5,151.3,Dangerous
105,9,48,25.4,35.4,6.4,215.9,Warning
111,130,162,13.8,64.2,6.6,246.6,Dangerous
114,61,74,30.6,50.8,8.0,20.3,Warning
121,34,64,37.4,24.4,5.8,38.1,Warning
44,75,204,29.4,43.6,4.3,258.5,Dangerous
86,112,47,14.4,69.1,8.0,185.0,Dangerous
70,81,58,13.6,79.0,8.1,251.0,Dangerous
137,49,138,33.2,88.8,7.2,276.8,Warning
67,19,46,29.5,87.9,6.6,173.4,Warning
12,83,203,16.5,33.9,7.9,188.7,Warning
37,122,33,29.6,91.4,7.3,185.2,Warning
0,24,203,11.8,91.2,6.9,22.0,Dangerous
90,26,123,35.1,34.0,8.6,96.0,Dangerous
77,38,94,29.3,59.9,5.8,62.8,Warning
39,97,205,17.0,72.8,7.3,173.3,Warning
120,50,16,27.1,42.7,8.4,294.7,Dangerous
140,136,51,32.7,29.7,4.2,146.9,Dangerous
10,103,188,19.9,90.3,5.0,283.4,Dangerous
119,5,11,16.5,76.4,6.8,88.1,Warning
135,47,187,26.3,26.0,7.9,224.2,Warning
97,59,67,43.7,58.4,5.6,121.0,Dangerous
2,91,170,38.2,77.8,8.0,241.2,Dangerous
65,26,158,26.6,70.4,6.6,138.8,Warning
123,110,40,31.3,27.7,6.9,293.6,Warning
28,59,4,18.4,55.6,6.1,164.8,Warning
4,119,111,28.1,61.5,4.9,184.9,Dangerous
0,19,193,23.5,43.4,8.8,114.9,Dangerous
115,57,61,26.1,47.1,6.9,198.3,Warning
60,61,62,40.4,40.3,7.9,24.9,Dangerous
20,29,25,15.0,20.7,4.9,51.5,Dangerous
94,76,14,10.5,96.0,4.6,217.2,Dangerous
108,62,136,17.5,97.2,5.5,20.3,Warning
60,90,156,30.0,81.9,4.7,110.5,Dangerous
101,60,0,25.3,46.0,7.1,128.2,Warning
122,40,148,31.7,91.3,4.9,81.4,Dangerous
135,74,176,43.4,74.2,4.7,95.9,Dangerous
82,108,98,43.2,23.2,5.1,94.2,Dangerous
75,54,121,35.4,95.5,5.8,25.2,Warning
65,58,160,25.8,23.7,5.2,36.1,Dangerous
97,48,119,44.6,60.8,5.5,141.5,Dangerous
25,11,26,13.8,54.1,4.9,126.4,Dangerous
57,65,54,31.0,91.7,6.8,252.4,Warning
6,88,76,23.1,49.2,8.9,191.3,Dangerous
6,68,49,37.9,60.3,8.8,291.9,Dangerous
86,6,38,35.7,45.4,6.3,298.0,Warning
89,78,137,26.9,70.3,8.3,56.8,Dangerous
36,103,79,30.9,27.5,5.3,208.7,Dangerous
43,59,25,37.3,26.0,8.6,194.7,Dangerous
74,64,162,34.0,38.7,5.9,58.4,Warning
2,63,124,13.2,99.6,4.8,157.9,Dangerous
115,23,42,13.2,81.6,7.2,104.5,Dangerous
61,139,157,40.9,31.6,5.7,210.6,Dangerous
39,131,5,21.2,56.2,7.7,223.4,Warning
48,135,96,37.3,83.9,5.1,277.6,Dangerous
131,78,168,32.7,33.4,4.6,252.0,Dangerous
11,2,35,26.0,86.7,4.1,95.0,Dangerous
52,107,133,43.9,86.4,8.5,211.7,Dangerous
80,137,202,37.0,63.7,6.5,231.9,Warning
109,37,205,42.5,21.3,8.5,155.6,Dangerous
48,145,172,38.6,20.9,7.9,242.9,Dangerous
87,134,10,35.3,36.3,4.7,141.1,Dangerous
25,26,111,27.0,56.7,4.2,288.5,Dangerous
0,51,169,44.9,42.1,7.2,250.8,Dangerous
106,137,123,13.7,36.2,4.6,53.6,Dangerous
63,33,164,25.5,24.1,8.2,39.1,Dangerous
134,114,186,39.6,79.0,6.3,139.5,Dangerous
43,97,187,37.9,22.1,4.3,127.7,Dangerous
118,92,44,44.3,70.5,8.4,140.5,Dangerous
66,137,0,19.3,69.3,8.5,268.6,Dangerous
124,57,91,11.9,71.5,5.0,187.5,Dangerous
109,39,25,39.4,72.5,5.2,55.5,Dangerous
97,116,114,44.5,22.1,5.1,273.5,Dangerous
106,142,1,33.6,54.6,8.8,157.7,Dangerous
118,84,64,41.9,30.3,5.8,292.2,Dangerous
60,135,51,37.7,21.2,6.3,147.6,Warning
128,49,23,22.7,37.9,5.1,47.5,Dangerous
63,52,92,14.6,95.7,6.8,107.2,Dangerous
93,128,79,15.3,35.1,4.6,249.6,Dangerous
124,103,33,42.3,43.7,7.9,116.0,Dangerous
28,54,40,37.6,66.1,4.9,59.7,Dangerous
137,25,35,41.3,61.0,4.7,224.8,Dangerous
107,134,85,33.2,98.4,7.4,131.4,Warning
133,28,184,22.3,32.1,7.7,279.0,Warning
59,49,25,14.6,48.8,7.6,170.6,Dangerous
24,1,4,11.8,93.9,4.2,56.2,Dangerous
122,4,166,16.2,42.4,6.2,185.7,Warning
108,10,147,26.7,42.2,7.2,231.1,Warning
139,9,142,12.2,68.6,4.1,41.7,Dangerous
95,17,203,30.3,38.0,7.7,55.2,Warning
55,32,170,38.7,38.0,5.2,113.4,Dangerous
54,100,137,24.4,74.0,5.8,291.0,Warning
74,26,65,23.1,44.1,7.4,25.6,Warning
79,1,147,28.3,85.5,5.6,64.2,Warning
1,34,47,16.8,56.1,5.5,245.0,Warning
106,138,98,33.0,91.2,6.4,271.5,Warning
33,83,119,17.9,40.2,5.7,43.1,Warning
89,80,86,31.7,93.6,8.1,102.5,Dangerous
103,114,90,19.0,21.5,5.3,174.0,Dangerous
9,7,4,12.6,69.5,6.1,274.0,Dangerous
76,28,94,26.1,75.9,4.9,197.9,Dangerous
89,52,3,12.6,65.3,5.3,61.4,Dangerous
30,143,180,17.9,40.9,6.0,59.6,Warning
104,118,82,31.9,81.5,5.6,42.5,Warning
137,75,152,11.8,25.5,4.9,109.2,Dangerous
79,94,74,29.7,34.5,4.1,192.7,Dangerous
17,140,177,31.4,22.9,5.2,33.8,Dangerous
